,chainId,blockNumber,blockHash,transactionIndex,hash,log_index,nonce,from,to,token,token_address,value,price,value_usd,gas,gasPrice,gasUsed,maxFeePerGas,maxPriorityFeePerGas,type,callType,traceAddress,subtraces,output,error,result,address,code,init,r,s,v,input
3034,1,15955218,0x8df9e78b4ba18457d38965798381adde8e38954cfb47c24644022734cea94e90,166,0x8c3ba1176633b2e3d6139640ca0ba49f31124a52c164c045fccf2512ef0ac2b2,,,0xc2f37eceed9d3de74ad29f69004901c7a55b666e,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,1E-9,1266.702741009999954258,0.000001266702741010,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x506c656173652c2062726f746865722c20492077696c6c206b6e65656c20646f776e20666f7220796f752c20706c656173652067697665206d65206261636b206d7920313030206574682e
3035,1,15955223,,50,0x88304013f7581c7d3c48dc08e02f893a733ab51027004dbd34b50bf14037b6a1,85.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0x38da542884e6023b6Ab81d7AdefF4b3EC0Edc72A,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,900000000,0.000005030135542032,4527.121987828800000000,,,,,,,,,,,,,,,,,,,
3041,1,15955293,0xea6907dc58e134308321531b0acc68faac4e39eea68e2455bfe02ce487e433cb,26,0x7ddff46bb1b452a49ae06dbb33841299d5a3a49cf92bb226197b7e08c71991a5,,,0x8fe1cce13f6b407d8fe32f5c02322be61418691e,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.00009999,1268.991905719999977009,0.126886500652942798,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x4d7920656d61696c2061646472657373206973206e69636568756168756140676d61696c2e636f6d2e204920686f706520492063616e20636f6e76696e636520796f7520746f2072657475726e206174206c656173742024322e35206d696c6c696f6e20746f206d652e
3042,1,15955297,,35,0xd0af38679c1be78c9fe75aa57f50b3e9648f9c822a1e83cf76f55ab48eb48ee9,103.0,,0x8FE1cce13F6b407D8FE32F5C02322be61418691e,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.999,1.000000000000000000,0.999000000000000000,,,,,,,,,,,,,,,,,,,
3044,1,15955321,0xd4c60b739192ff60bb1f13b228146613805cb8053948a035f3a32d4915efc43d,54,0xd701515cdfbc7305e86f982f1deb557b0314f814b3623de415bbf00d9851b44e,,,0x634dd83cf65dc97845e215a6560adbea8d322aed,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.001,1268.991905719999977009,1.268991905719999977,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x48656c6c6f2c207369722e204d792066616d696c7920697320736572696f75736c7920696c6c2e204920686f706520796f752063616e2068656c70206d65206b656570207468656d206261636b2c206465617220736972576520616c6c2077616e74206f75722066616d696c7920746f206c69766520626574746572
3045,1,15955328,0x517c104743ccaa44abcb667bddf4da618746523bfb04bd2f10c8dd21e67a4366,113,0xcf0b098d127675fd621c6c87d5b0227e538f469b5ed0405e443e86a4f43ab6e8,,,0xcc6a92f5a38fbb535a1dc8a5dcc101dc59fcefc5,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.0005,1268.991905719999977009,0.634495952859999989,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x
3046,1,15955347,,151,0xf9c3fba1a8b27d6201252fdcb6d549e518a10de33718c6c88fe69061668e643c,347.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,7011302.649180562,0.000009054243975658,63.482044772858079319,,,,,,,,,,,,,,,,,,,
3049,1,15955362,,129,0x78d626e9c9077666a443fcc16db6bc033181377b74f46b9f6b1c3d1bb7850cbb,245.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,666,0.000010060271084065,0.006700140541987290,,,,,,,,,,,,,,,,,,,
3051,1,15955375,,68,0x3f58ba8c6d7eb9f55d2fc9cafd3fae7c52e5fa2dbf48266102d3b3607b266b70,87.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,2022,0.000010060271084065,0.020341868131979430,,,,,,,,,,,,,,,,,,,
3053,1,15955388,,167,0x0006765e270eefb6397a666c8fe34090cb3c988f0a1607df1266bcbab7262b37,198.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0x3f5CE5FBFe3E9af3971dD833D26bA9b5C936f0bE,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,101010,0.000010060271084065,1.016187982201405650,,,,,,,,,,,,,,,,,,,
3056,1,15955403,,81,0x9eccd524af5e887ff0ec59ff7f5e381a36d1eedb3fef25a75fb4a8b60b7979d6,149.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0x3f5CE5FBFe3E9af3971dD833D26bA9b5C936f0bE,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,666,0.000010060271084065,0.006700140541987290,,,,,,,,,,,,,,,,,,,
3058,1,15955409,,88,0xf2bb057310032e11904d8c081fb7411c20d0eec96a7f8d591981a0717c9a81c3,99.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,100,0.000010060271084065,0.001006027108406500,,,,,,,,,,,,,,,,,,,
3063,1,15955422,,102,0x38709c35168e0b26606dd1dd8728caf9f63d2703306339ddf7fad84574a77841,264.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,10,0.000010060271084065,0.000100602710840650,,,,,,,,,,,,,,,,,,,
3065,1,15955423,,62,0x77de2c89e2a6c2b08c03234d7bf50c783f23809d7930a1c1e60e58aad2ca0e07,135.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,1001,0.000010060271084065,0.010070331355149065,,,,,,,,,,,,,,,,,,,
3067,1,15955424,,75,0x5d0f6d6252e9d81d890bc38fccac7f8bc2e88f7158a396d8b8506398d7258ec2,113.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,1010,0.000010060271084065,0.010160873794905650,,,,,,,,,,,,,,,,,,,
3078,1,15955470,,102,0xa9ec3bdcee9b8dd5159cd97bca582802c03ce19ba0a66d891c520a58740cfaec,180.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0x99b5D77eF417ece8775aBE8cFeD22cF845F37A21,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,666,0.000011066298192471,0.007370154596185686,,,,,,,,,,,,,,,,,,,
3082,1,15955473,0xa26d7c7d94cd1b565b5215986494106248db1540cb002e92ede4803292dd749e,75,0x93837d795129124e15f6aa51a3721dd1c11963559c334d8e021ab03e5eea2487,,,0xe2437df3772c94793ed34fa81518173b48a4389e,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.0001,1268.991905719999977009,0.126899190571999998,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x
3086,1,15955478,,89,0xdcf766c11076ce36d870b1bd55b3895e822aafd39e3084c0afec8701df83e844,167.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,100110,0.000011066298192471,1.107847112048271810,,,,,,,,,,,,,,,,,,,
3088,1,15955479,0xdb7b780df4911b5fc874b8fb0853200ec17dcd848ba75fc4758669976167baf8,16,0x76ca2bb846ec757eca72ea3822d4e21a8a4b6ce2aa596b40718c9d7ad4a16fc7,,,0xcc6a92f5a38fbb535a1dc8a5dcc101dc59fcefc5,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.0003,1268.991905719999977009,0.380697571715999993,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x49206c6f7374206d79206c69666520736176696e6773202437353030206f6e204654582e204920616d2062656767696e6720796f7520666f7220796f75722068656c702e205468616e6b20796f7520736f206d75636821
3089,1,15955493,,165,0x9760f1501ea1b06ffd5b22efb1d7c2e0cced35589f593947e9c4dfb783f30772,257.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0x3f5CE5FBFe3E9af3971dD833D26bA9b5C936f0bE,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,10101,0.000012072325300878,0.121942557864168678,,,,,,,,,,,,,,,,,,,
3091,1,15955493,,216,0x9ae626ddeaaa2e9c766caecc3fba938ef5752f3d014043093b1a5dcc9642ea23,334.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0x3f5CE5FBFe3E9af3971dD833D26bA9b5C936f0bE,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,666,0.000012072325300878,0.008040168650384748,,,,,,,,,,,,,,,,,,,
3095,1,15955515,,119,0xe3e4532285e52418b50099fc6f056efb0d8b833a2a0af018c1221cd505f487c0,196.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0xE9bB3b9000c006cF5231908e8729d4c04D00D985,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,1,0.000012072325300878,0.000012072325300878,,,,,,,,,,,,,,,,,,,
3098,1,15955518,,51,0xac202baf20464a54583eb058546840c54a968b7b6ba91dd2d523ecf35ecd9e0f,88.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0xE9bB3b9000c006cF5231908e8729d4c04D00D985,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,2,0.000012072325300878,0.000024144650601756,,,,,,,,,,,,,,,,,,,
3102,1,15955519,,65,0xa42100b3b38abbee90694e4b9e6890ebf42950b045e3394cfbd2a30c93ea1bfc,123.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0xE9bB3b9000c006cF5231908e8729d4c04D00D985,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,3,0.000012072325300878,0.000036216975902634,,,,,,,,,,,,,,,,,,,
3105,1,15955527,,100,0x09aa228e8e2972db1ce03551056280baac80d125b7a9d62836549beedb68709b,117.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,6,0.000012072325300878,0.000072433951805268,,,,,,,,,,,,,,,,,,,
3107,1,15955537,,41,0xb1cf80b67267d6c7a117f5b20482bc00f5402b0609ebfe8dddf7017d624d8a27,96.0,,0x0000000000000000000000000000000000000000,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,FUCK FTX,0x1127a6B7AF15bbd63d1AF6F02d4d3819E7E07ff4,1000000000,,,,,,,,,,,,,,,,,,,,,
3109,1,15955549,,48,0x02214c94da14e89218ff32d912fcd87f3dec82190b6995400ef6064858eaa3f8,106.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,666,0.000012072325300878,0.008040168650384748,,,,,,,,,,,,,,,,,,,
3111,1,15955552,,23,0xd74b11576e9bdc638e5a3d5f95470c942edb6ade7d2f210a545d3863198b18b7,77.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0x5499368352077c8dc15E23aEaf46E63edAd21556,FUCK FTX,0x1127a6B7AF15bbd63d1AF6F02d4d3819E7E07ff4,1000000000,0.000050301355420323,50301.355420323000000000,,,,,,,,,,,,,,,,,,,
3113,1,15955557,,7,0x09130bb9c99060e49c6e96e9872280644d9df25c4aa1286897fbaa1a352fda87,41.0,,0x5499368352077c8dc15E23aEaf46E63edAd21556,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,FUCK FTX,0x1127a6B7AF15bbd63d1AF6F02d4d3819E7E07ff4,12293843.464333503,0.000052313409637136,643.132869164505704333,,,,,,,,,,,,,,,,,,,
3115,1,15955576,,32,0x3ebaae1d80f4ba3add354d7b8435a6014f1b5d94ad43441569a71943b91c6ff8,33.0,,0x5499368352077c8dc15E23aEaf46E63edAd21556,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,FUCK FTX,0x1127a6B7AF15bbd63d1AF6F02d4d3819E7E07ff4,11732413.236547922,0.000054325463853949,637.368791201676935275,,,,,,,,,,,,,,,,,,,
3117,1,15955588,,225,0x8bef5593cca443286d740a9238f4d31e5380d2c2c78b825849f83ac05f151a64,472.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0x3f5CE5FBFe3E9af3971dD833D26bA9b5C936f0bE,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,69,0.000012072325300878,0.000832990445760582,,,,,,,,,,,,,,,,,,,
3119,1,15955591,0x05a4e9b21baf5548ba4985e4c0730c0a1e4944ec341a8a3f6be7db17c93434a1,125,0x9103d14546835820e40247728052a04433dbe71df2d1bed5b22dde09d87bb6f1,,,0x2fba12cce5662ac5cd9c863821b0d0f286405bcd,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.000006942,1271.198536480000029769,0.008824660240244160,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x
3120,1,15955594,,5,0x116dd2c915ab28d52bdde4878eed7c7d93c55d1aa6390e980b0b3166dc5f0086,30.0,,0x5499368352077c8dc15E23aEaf46E63edAd21556,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,FUCK FTX,0x1127a6B7AF15bbd63d1AF6F02d4d3819E7E07ff4,29286490.836302005,0.000060361626504388,1767.780221485043388801,,,,,,,,,,,,,,,,,,,
3122,1,15955611,,28,0x68aeb221ea736ab2dd2d14e997c0772d141ae44ec15e8041f431934d84db391e,37.0,,0x5499368352077c8dc15E23aEaf46E63edAd21556,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,FUCK FTX,0x1127a6B7AF15bbd63d1AF6F02d4d3819E7E07ff4,5000000,0.000062373680721201,311.868403606005000000,,,,,,,,,,,,,,,,,,,
3124,1,15955624,0x30988019ca8d1c90ef8124d8bfc96dd7811a186f55717b7b42f45a3d9b4d7a30,51,0x2aa82da9df35325ac11622fcf50e32f708f73ec5ae4c53b7b69c1d9eb0f8f4a9,,,0xfacc5d45cf8ba8d12685858a67c42312c2ec3f2f,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.000001,1271.198536480000029769,0.001271198536480000,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0xe4bda0e698afe79c9fe5b0bce78e9be79a84e582bbe980bcefbc8ce6938de4bda0e5a688
3125,1,15955632,,46,0x4c57f7a1150bd2f1b03f91ebacabb9f71c0c7be0cfbfdce54aef433505acb6e7,128.0,,0x5499368352077c8dc15E23aEaf46E63edAd21556,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,FUCK FTX,0x1127a6B7AF15bbd63d1AF6F02d4d3819E7E07ff4,10000000,0.000065391762046420,653.917620464200000000,,,,,,,,,,,,,,,,,,,
3127,1,15955636,,146,0x6ebe4c466075f6169368d2f89f595c4a95ab3ce23bce631668505f5e2ca7f4dc,237.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0x9b744C0451D73C0958d8aA566dAd33022E4Ee797,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,1,0.000012072325300878,0.000012072325300878,,,,,,,,,,,,,,,,,,,
3129,1,15955641,,43,0x1d9eb1601643006061486c6b8f3c6c83a25e188dc7091bbeabb288f6eee66e5b,104.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,1,0.000012072325300878,0.000012072325300878,,,,,,,,,,,,,,,,,,,
3131,1,15955658,,74,0x4afdec75381413db8cf7754c8fdb87efa56f0dad225192045a0680b9046ff4a4,143.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0xDfE269336374CF8AE0b68854cc16CEb17e5FF959,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,10,0.000013078352409284,0.000130783524092840,,,,,,,,,,,,,,,,,,,
3133,1,15955668,,11,0x8c3920a7a2d2878e9b7284f4a99ad2de7638ae6dfd4a3701789235b4265ddb4f,20.0,,0x5499368352077c8dc15E23aEaf46E63edAd21556,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,FUCK FTX,0x1127a6B7AF15bbd63d1AF6F02d4d3819E7E07ff4,20000000,0.000072433951805265,1448.679036105300000000,,,,,,,,,,,,,,,,,,,
3135,1,15955689,,4,0xb5c980e995cd4a6f97ec218ef6402b04902c86b5cfeacb402b433c0e31b46cee,8.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0x5499368352077c8dc15E23aEaf46E63edAd21556,FUCK FTX,0x1127a6B7AF15bbd63d1AF6F02d4d3819E7E07ff4,172929.335746915,0.000073439978913672,12.699926770808743218,,,,,,,,,,,,,,,,,,,
3137,1,15955692,,7,0xa6b27de7b7f38696ba77f41459760caf5307b57a64ac4fd6c631d8c60833300d,32.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0x5499368352077c8dc15E23aEaf46E63edAd21556,FUCK FTX,0x1127a6B7AF15bbd63d1AF6F02d4d3819E7E07ff4,172723.427368753,0.000073439978913672,12.684804863858377538,,,,,,,,,,,,,,,,,,,
3139,1,15955723,,104,0x1d0533803b9079595488ef5b9aa4c3d8aed6825c5de82c6433f191c049f89a8d,218.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,666,0.000020120542168129,0.013400281083973914,,,,,,,,,,,,,,,,,,,
3141,1,15955748,,70,0x904b8fdc3c9ee22bab290feb6da3af2e593c6cb3d3c28fe2c4186542ca02bf38,80.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0x3f5CE5FBFe3E9af3971dD833D26bA9b5C936f0bE,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,10101,0.000022132596384942,0.223561356084299142,,,,,,,,,,,,,,,,,,,
3143,1,15955763,0x2e3a69d7e2f258df1cdbc957dab4a54ae6384ceb43f2d70be54f1830d7526c66,7,0xfe3ee4ac2b6462dc5b5a76530a39461b005806087c232cf82dde5d0441ec584a,,,0xe1c015caa7414b17a0351d3b9ce0be6666643bb3,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.001987186293010845,1262.600996410000107062,2.509023393607787329,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x
3144,1,15955792,,108,0x943d4a6ada68036181ef2b448ec0209ca898b8f41525980d980f49f9aebcfb54,219.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,69,0.000043259165661478,0.002984882430641982,,,,,,,,,,,,,,,,,,,
3146,1,15955806,0x30ebdb1f05c81a6d3ab089bdd71064b0db50859a5d6788b1210313c0920133d4,66,0x450093f03edd7e67bfd8e71076bb02079b2b73aa97a4603f368feb61621bbf10,,,0x4f8972f609cf10000a61f40b17f19d26b217a471,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.0001,1262.600996410000107062,0.126260099641000011,11172.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x69206c6f737420616c6c6c206d79206c69666520736176696e6720696e204654582e2053656e64696e6720736f6d657468696e67206261636b2063616e207265616c6c792068656c7020736972206f72206d616d
3147,1,15955807,,7,0xd4f7c05fbe7f053f0349a132581a04661ffc486d76d536755b1a8068b804822e,32.0,,0x5499368352077c8dc15E23aEaf46E63edAd21556,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,FUCK FTX,0x1127a6B7AF15bbd63d1AF6F02d4d3819E7E07ff4,26788688.688910648,0.000097584629515427,2614.164260911455444089,,,,,,,,,,,,,,,,,,,
3149,1,15955819,,55,0x10ac972a6069c57b08f431efc098cb181c3e5d96a885833e391ec4aef8ff1284,108.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,6666,0.000051307382528730,0.342015011936514180,,,,,,,,,,,,,,,,,,,
3151,1,15955827,,92,0x27716b36185edfdd50c1ad642ea514d8a121f2a12a23918e40f32da2ef49a7e7,160.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,666,0.000055331490962355,0.036850772980928430,,,,,,,,,,,,,,,,,,,
3153,1,15955836,,75,0x73838520ebae6e44e4039b1cc554f19ca9d122831057237940b1460adc0b49d5,93.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0xDfE269336374CF8AE0b68854cc16CEb17e5FF959,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,666,0.000056337518070762,0.037520787035127492,,,,,,,,,,,,,,,,,,,
3155,1,15955847,,65,0x780a6edb07880bb596ed8352043bd23865f699668a350b840886bb13d9a77e6f,100.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0xCAc725beF4f114F728cbCfd744a731C2a463c3Fc,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,10000,0.000056337518070762,0.563375180707620000,,,,,,,,,,,,,,,,,,,
3157,1,15955864,,211,0xbd3b924252cd2bad0d9aa0c8e710b48d9753937c151b3b1b723ada44f11647ad,304.0,,0x754d7AC76Caa7e59a8A290D9Ce1bb5a23C6B79f2,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,666,0.000066397789154827,0.044220927577114782,,,,,,,,,,,,,,,,,,,
3159,1,15955877,0xfb2000cd00ede2fdcfa9f2618a7f7ba3feead659dcdc4077b755407c059b6ad4,78,0x694083fa565f9b190c30997b98ca201cfb61ca59d825f5f9aca0ae9898ee8eb5,,,0xdc38086fa8d644d795b0b712249acd40b93e9c90,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,0.000789602514094405,1266.750000000000000000,1.000228984729087534,0.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0x
3160,1,15955881,,116,0xcbebef0679804720e48a97150c0dc10c13f12aaa93c3afeaafd63f5dca0d2ee7,106.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0x3f5CE5FBFe3E9af3971dD833D26bA9b5C936f0bE,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,10000,0.000072433951805265,0.724339518052650000,,,,,,,,,,,,,,,,,,,
3162,1,15955883,,25,0x1fcadb94b31d02ed54b947f72f3b1915a4049ff539698545714a8e86b1c5cd25,39.0,,0x5499368352077c8dc15E23aEaf46E63edAd21556,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,FUCK FTX,0x1127a6B7AF15bbd63d1AF6F02d4d3819E7E07ff4,15458714.205913234,0.000107644900599492,1664.051754091484979338,,,,,,,,,,,,,,,,,,,
3164,1,15955897,,24,0xc00d8dcbf0046cf4a75494039c08cc40f046b5740e5e02e878aceb232f96541b,80.0,,0xe1c015caa7414b17a0351d3B9cE0Be6666643bb3,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,,0x57f1887a8BF19b14fC0dF6Fd9B2acc9Af147eA85,58389095942042198099569985171685196507567293134713100815695259686045633607790,,,,,,,,,,,,,,,,,,,,,
3166,1,15955904,,34,0x4d92554363a723fceb45a0e5b53fc82d7139f37b1b0bdc0c7e0fcc3740b156d6,29.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,50000,0.000100602710840646,5.030135542032300000,,,,,,,,,,,,,,,,,,,
3168,1,15955905,,79,0x7a6f7b3356d457c759bb5e308ceffb508b0ea5fb15d7fcde6d549a7079076e7f,173.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,25000,0.000100602710840646,2.515067771016150000,,,,,,,,,,,,,,,,,,,
3170,1,15955914,,59,0x3ef621556497717ec579a97d850d12a87fc6814ab9cdd0d2e1c39f088f2a203e,70.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0xE9bB3b9000c006cF5231908e8729d4c04D00D985,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,1,0.000102614765057459,0.000102614765057459,,,,,,,,,,,,,,,,,,,
3172,1,15955918,,83,0xac039c59abd6e3fc9d20ffb7e62f358d335b35bd70885ec7343ba706d08f9713,189.0,,0x7C302795b345AA96A07456b7A47e75f64031B246,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,1,1.000000000000000000,1.000000000000000000,,,,,,,,,,,,,,,,,,,
3174,1,15955925,,15,0x44ae71cb43c1f866f285558fd90bd02d9ee8ae595c753fd36921daab5d1c68c6,54.0,,0x5499368352077c8dc15E23aEaf46E63edAd21556,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,FUCK FTX,0x1127a6B7AF15bbd63d1AF6F02d4d3819E7E07ff4,12739877.326082542,0.000125753388550808,1602.082743476486774377,,,,,,,,,,,,,,,,,,,
3177,1,15955928,,78,0x666afca9d529e9566dd0265d34400c0b924c4b2836a1e56ee1f307d63d424c4c,95.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0xBC4CA0EdA7647A8aB7C2061c2E118A18a936f13D,FuckSBF,0x7D5a90346FAD353750E5C5e3af3Bb7302EFBa35D,100,0.000105632846382679,0.010563284638267900,,,,,,,,,,,,,,,,,,,
3179,1,15955934,,10,0x9135a6708c669c9eb574bad6c294e96566deaa203db19bbfc20208e02b9c7a80,13.0,,0x5499368352077c8dc15E23aEaf46E63edAd21556,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,FUCK FTX,0x1127a6B7AF15bbd63d1AF6F02d4d3819E7E07ff4,4961865.239098618,0.000127765442767621,633.954909226702567061,,,,,,,,,,,,,,,,,,,
